baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,feature_id,name,biotype,description,rank,is_interesting,patient_1,patient_2,patient_3,patient_6,patient_7,patient_8
1843.488889,-2.543981352,0.494912934,-5.140260395,2.74E-07,9.84E-06,ENSG00000165272,AQP3,protein_coding,aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636],237,no,-1.579536119,-2.108397347,-2.586991569,-5.687825268,-1.575387523,-2.50476895
678.0250154,-2.542532296,0.568572601,-4.471781252,7.76E-06,0.000169835,ENSG00000196083,IL1RAP,protein_coding,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995],238,no,-1.828316373,-4.340887668,0.736324701,-4.498955161,-2.483514076,-2.375000243
439.8584961,-2.541764815,0.76109229,-3.339627595,0.000838908,0.008221193,ENSG00000184999,SLC22A10,protein_coding,solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057],239,no,-0.999611295,-2.512359063,-0.81411943,-7.500673741,-6.413004368,0.325672417
78.93816306,-2.54008092,0.579465762,-4.383487491,1.17E-05,0.000233935,ENSG00000277632,CCL3,protein_coding,C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627],240,no,-0.419751718,-3.203914953,-3.193621575,-3.83117476,-0.940998057,-3.3945025
769.4733539,-2.539695355,0.565468029,-4.491315555,7.08E-06,0.00015697,ENSG00000118523,CTGF,protein_coding,connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500],241,no,0.083944253,-5.579980601,-1.770889684,-3.319542364,-3.039143051,-1.841156815
259.5083459,-2.52903956,0.525653534,-4.811229059,1.50E-06,4.14E-05,ENSG00000099864,PALM,protein_coding,paralemmin [Source:HGNC Symbol;Acc:HGNC:8594],242,no,-1.035608227,-1.339897826,-1.94234514,-5.09676487,-3.6113426,-2.603440069
222.393809,-2.527781771,0.665427025,-3.798736262,0.000145436,0.001975152,ENSG00000169442,CD52,protein_coding,CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804],243,no,-0.678224594,-5.084406182,-0.643534116,-6.747753042,-2.156664615,-1.747953344
153.3591478,-2.525451243,0.426590746,-5.920079769,3.22E-09,2.23E-07,ENSG00000241399,CD302,protein_coding,CD302 molecule [Source:HGNC Symbol;Acc:HGNC:30843],244,no,-2.87054898,-2.402330106,-1.420392437,-3.76056616,-2.383989618,-2.322996535
2343.093842,-2.512443374,0.385816531,-6.51201588,7.41E-11,8.28E-09,ENSG00000106991,ENG,protein_coding,endoglin [Source:HGNC Symbol;Acc:HGNC:3349],245,no,-0.904051269,-3.473960646,-2.349470651,-3.024906676,-2.693391917,-2.526060171
4342.125419,-2.505355158,0.633220625,-3.956528036,7.60E-05,0.001133984,ENSG00000204287,HLA-DRA,protein_coding,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]",246,no,-0.731028504,-6.086151256,-3.505524601,-4.13362702,-1.217172176,0.124833863
275.4028833,-2.505270383,0.497272966,-5.03801846,4.70E-07,1.53E-05,ENSG00000105472,CLEC11A,protein_coding,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576],247,no,-1.868257169,-4.064353431,-3.864492402,-0.968273152,-3.099021659,-1.253507731
6080.368673,-2.504864458,0.554780731,-4.515053099,6.33E-06,0.000142203,ENSG00000163453,IGFBP7,protein_coding,insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476],248,no,0.039459226,-2.975273575,-2.802854159,-5.390411343,-3.021430485,-0.938731385
221.2856244,-2.498183074,0.56758651,-4.401413757,1.08E-05,0.000221262,ENSG00000166401,SERPINB8,protein_coding,serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952],249,no,-2.471956232,-5.329095445,-1.123690318,-3.701083736,-0.514031313,-2.267334872
2472.352672,-2.497052338,0.584975283,-4.268645888,1.97E-05,0.000361721,ENSG00000231389,HLA-DPA1,protein_coding,"major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]",250,no,-1.317334697,-5.51844438,-2.836186978,-4.31193398,-1.305968559,-0.134041824
1209.335762,-2.496846062,0.464150392,-5.379390178,7.47E-08,3.28E-06,ENSG00000142627,EPHA2,protein_coding,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386],251,no,-0.83443645,-3.743160918,-1.296751566,-4.056056561,-2.412933774,-2.620047102
1656.452236,-2.496245748,0.547137171,-4.562376455,5.06E-06,0.000117709,ENSG00000142871,CYR61,protein_coding,cysteine rich angiogenic inducer 61 [Source:HGNC Symbol;Acc:HGNC:2654],252,no,-0.362014427,-4.165664606,-0.77248177,-4.799539403,-2.060003689,-2.868081178
46.55287064,-2.489367742,0.740460923,-3.361916431,0.000774035,0.007667742,ENSG00000152049,KCNE4,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244],253,no,1.748885738,-2.975165408,-2.661400536,-4.040509604,-3.988303772,-1.796844927
129.6491165,-2.489218357,0.560286084,-4.44276313,8.88E-06,0.000188851,ENSG00000122035,RASL11A,protein_coding,RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802],254,no,-1.027728933,-0.660743222,-4.090243835,-3.598514003,-3.871209727,-1.881921175
1228.697505,-2.484619529,0.556389493,-4.465611874,7.98E-06,0.000173823,ENSG00000223865,HLA-DPB1,protein_coding,"major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]",255,no,-1.408410416,-5.603659213,-3.033409668,-3.495272757,-1.448367437,-0.441244016
518.5577349,-2.481508526,0.549141688,-4.518885714,6.22E-06,0.000140262,ENSG00000182578,CSF1R,protein_coding,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433],256,no,-2.128972322,-4.707289312,-2.802538055,-2.566007578,0.805305402,-2.93114332
206.1567045,-2.481226276,0.495225108,-5.010299833,5.43E-07,1.72E-05,ENSG00000165168,CYBB,protein_coding,cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578],257,no,-2.332532315,-4.662407535,-2.512756455,-2.931733258,-0.70395886,-1.918319994
424.2869974,-2.478447363,0.753708783,-3.288335518,0.001007817,0.009441362,ENSG00000134531,EMP1,protein_coding,epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333],258,no,2.054020109,-5.41820648,-2.417766967,-6.565412215,-2.125255349,-0.496134833
1194.870539,-2.470256122,0.590555635,-4.182935482,2.88E-05,0.000495237,ENSG00000112964,GHR,protein_coding,growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263],259,no,1.027513803,-1.655738001,-3.118725765,-1.644793409,-4.678361581,-4.165957852
39.32737656,-2.468221608,0.681374694,-3.622414554,0.000291866,0.003487007,ENSG00000066735,KIF26A,protein_coding,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226],260,no,-0.433639301,-4.413607512,-0.817225341,-3.581279465,-2.519534288,-3.350875568
761.9643852,-2.467671518,0.48066917,-5.133825244,2.84E-07,1.01E-05,ENSG00000103187,COTL1,protein_coding,coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304],261,no,-1.459415935,-5.325614586,-1.907052864,-2.755667361,-1.898364775,-2.095738723
2158.302902,-2.463877045,0.470003397,-5.242253692,1.59E-07,6.19E-06,ENSG00000010327,STAB1,protein_coding,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628],262,no,-2.329571737,-3.457550859,-2.228167394,-2.884745846,0.151875938,-3.60006887
1263.732468,-2.46257962,0.482215378,-5.106804413,3.28E-07,1.14E-05,ENSG00000035862,TIMP2,protein_coding,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],263,no,-0.800165014,-3.626215539,-1.270137006,-4.150422662,-3.250732939,-1.696318051
65.73681804,-2.461241395,0.615270278,-4.000260509,6.33E-05,0.000980007,ENSG00000162367,TAL1,protein_coding,"TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]",264,no,-0.38482109,-2.33698623,-1.073170322,-4.127814403,-2.827523192,-4.331766745
135.9919947,-2.459252331,0.538863505,-4.563776,5.02E-06,0.000117102,ENSG00000168461,RAB31,protein_coding,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",265,no,-1.080576782,-3.658164678,-3.654447776,-3.719747581,-2.059642553,-0.63988904
1251.561118,-2.458679335,0.47277979,-5.200474701,1.99E-07,7.53E-06,ENSG00000125735,TNFSF14,protein_coding,TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930],266,no,-2.750111369,-2.982370492,-3.454627485,-3.255767033,0.241882213,-2.036838259
160.1769332,-2.456508454,0.508340552,-4.832407024,1.35E-06,3.76E-05,ENSG00000167641,PPP1R14A,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871],267,no,-0.791778032,-2.154135549,-4.331025434,-3.615587516,-2.426424884,-1.647268571
83.42781462,-2.456363989,0.644543323,-3.81101456,0.000138398,0.001906252,ENSG00000020633,RUNX3,protein_coding,runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473],268,no,-0.677995867,-5.421875128,-1.318512823,-3.78726018,-3.473730599,-0.736077838
950.1447818,-2.450549987,0.453348132,-5.405448517,6.46E-08,2.90E-06,ENSG00000253276,CCDC71L,protein_coding,coiled-coil domain containing 71 like [Source:HGNC Symbol;Acc:HGNC:26685],269,no,-1.535773636,-2.72738235,-2.928780412,-4.3514387,-0.844744967,-2.384441285
917.4582108,-2.447899764,0.649232084,-3.770454088,0.000162951,0.002173097,ENSG00000203747,FCGR3A,protein_coding,Fc fragment of IgG receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619],270,no,-2.610920557,-5.775956471,-3.894779741,1.745296448,-1.74630515,-1.872014492
9955.970727,-2.447695014,0.558599198,-4.381844842,1.18E-05,0.0002351,ENSG00000083807,SLC27A5,protein_coding,solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999],271,no,-2.549119539,0.243913389,-4.991761054,-3.657380067,-2.782419172,-0.778878078
917.7299586,-2.447568166,0.672233109,-3.64095153,0.000271632,0.003310081,ENSG00000160870,CYP3A7,protein_coding,cytochrome P450 family 3 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2640],272,no,-1.789783111,-2.020093725,-1.553658968,-4.171704954,-7.097563828,0.701880993
55.94829782,-2.447358846,0.578793416,-4.228380588,2.35E-05,0.000422404,ENSG00000100276,RASL10A,protein_coding,RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954],273,no,-1.272647424,-4.355601908,-2.596549392,-2.623610963,-2.841462383,-1.218425272
515.4125012,-2.445457922,0.584229877,-4.185780322,2.84E-05,0.000490707,ENSG00000107796,ACTA2,protein_coding,"actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]",274,no,0.238438764,-3.190408139,-2.648608983,-5.692403113,-1.157936048,-2.518535257
1083.274649,-2.445379618,0.682386625,-3.583569092,0.000338931,0.003932158,ENSG00000084207,GSTP1,protein_coding,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638],275,no,-1.597333703,-4.264317162,-1.666577058,-6.896296433,-2.295053123,1.318707324
185.5281682,-2.445214573,0.373232685,-6.551448116,5.70E-11,6.50E-09,ENSG00000156113,KCNMA1,protein_coding,potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284],276,no,-1.717432267,-2.490531488,-2.048423659,-2.59286744,-2.903000794,-2.916124215
464.6443557,-2.444409788,0.630621415,-3.876192163,0.000106104,0.001518191,ENSG00000135318,NT5E,protein_coding,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021],277,no,-1.867264261,-5.955285915,-0.139357336,-2.468591229,-0.504427396,-4.609115748
661.9901485,-2.442983996,0.470458051,-5.192777525,2.07E-07,7.80E-06,ENSG00000066336,SPI1,protein_coding,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241],278,no,-1.871137655,-4.313026331,-2.139261431,-3.540758355,-0.631882014,-2.234070071
825.5559794,-2.427864695,0.550542169,-4.409952284,1.03E-05,0.000214856,ENSG00000147100,SLC16A2,protein_coding,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923],279,no,-2.835730003,-1.368347948,-2.576709444,-5.668351173,-0.167187601,-2.467476301
79.04321701,-2.42662199,0.658993708,-3.682314356,0.000231126,0.002902728,ENSG00000163637,PRICKLE2,protein_coding,prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340],280,no,-1.043933091,-4.256066235,0.856709159,-3.797008156,-3.531777884,-2.306231653
127.9027205,-2.423091239,0.601913767,-4.025645155,5.68E-05,0.000888224,ENSG00000151014,NOCT,protein_coding,nocturnin [Source:HGNC Symbol;Acc:HGNC:14254],281,no,-1.284472859,-1.938955156,-0.282888913,-5.570249137,-2.797960745,-3.097301491
2594.830995,-2.422604932,0.458564128,-5.283023207,1.27E-07,5.12E-06,ENSG00000115107,STEAP3,protein_coding,STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592],282,no,-3.732724308,-2.550816638,-1.751868383,-0.958660142,-1.509153519,-4.149701744
165.9243068,-2.419609799,0.662219149,-3.653790142,0.000258397,0.003178371,ENSG00000110079,MS4A4A,protein_coding,membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371],283,no,-1.039493753,-4.111145239,-4.56087366,-4.557356678,0.463392198,-0.743558585
588.9203862,-2.41926152,0.468596805,-5.162778522,2.43E-07,8.95E-06,ENSG00000173898,SPTBN2,protein_coding,"spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]",284,no,-2.106082999,-1.38807242,-2.612922058,-4.909465122,-1.428093704,-2.450965378
215.1236102,-2.416123221,0.6394479,-3.77845204,0.000157806,0.002109928,ENSG00000011422,PLAUR,protein_coding,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",285,no,-0.932797421,-4.584733658,-2.13088582,-5.219409044,-2.286247226,0.528126371
200.130038,-2.413126079,0.442127962,-5.457981148,4.82E-08,2.24E-06,ENSG00000145555,MYO10,protein_coding,myosin X [Source:HGNC Symbol;Acc:HGNC:7593],286,no,-0.832074832,-3.125158977,-2.392723465,-2.790313504,-3.462048794,-1.882224454
1369.97744,-2.409682,0.550936103,-4.373795775,1.22E-05,0.000242073,ENSG00000134716,CYP2J2,protein_coding,cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634],287,no,-3.152933868,0.613743709,-3.901600205,-3.9878065,-0.915229349,-2.513351337
5287.753576,-2.40522488,0.535908583,-4.488125316,7.19E-06,0.000158658,ENSG00000105835,NAMPT,protein_coding,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092],288,no,-0.377082975,-3.202889308,-2.020339365,-5.157218963,-0.823089563,-3.070915614
67.96337249,-2.403916248,0.596464339,-4.030276567,5.57E-05,0.00087531,ENSG00000122870,BICC1,protein_coding,BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351],289,no,-2.910077344,-2.234771456,0.352793345,-3.982958582,-3.063854805,-2.345441682
2390.569797,-2.393497057,0.698386103,-3.427183112,0.000609878,0.00631318,ENSG00000166126,AMN,protein_coding,amnion associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:14604],290,no,-1.771511375,0.587690849,-0.687290991,-7.119826529,-5.11801897,-1.98726669
268.4746652,-2.390927384,0.538892317,-4.436744242,9.13E-06,0.000193149,ENSG00000119535,CSF3R,protein_coding,colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439],291,no,-3.155189842,-4.226821415,-1.339919858,-3.598413812,-1.934974269,0.0384717
1324.092494,-2.384302033,0.38791765,-6.146412869,7.93E-10,6.65E-08,ENSG00000162407,PLPP3,protein_coding,phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229],292,no,-1.09551635,-2.426640076,-3.537411819,-2.93992967,-2.576245147,-1.729537958
193.4464297,-2.379014214,0.625965211,-3.800553405,0.000144373,0.001965883,ENSG00000178695,KCTD12,protein_coding,potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678],293,no,-0.372420559,-5.16295683,-3.49766815,-3.863281376,-0.138848294,-1.468883332
125.8695128,-2.371607317,0.548224567,-4.325977822,1.52E-05,0.000292465,ENSG00000136250,AOAH,protein_coding,acyloxyacyl hydrolase [Source:HGNC Symbol;Acc:HGNC:548],294,no,-1.102722422,-5.462517112,-1.710310137,-2.880624275,-2.019000569,-1.87139188
194.7252356,-2.362981052,0.504423773,-4.684515634,2.81E-06,7.14E-05,ENSG00000169554,ZEB2,protein_coding,zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881],295,no,-0.910077344,-4.32430097,-1.939265747,-3.685976844,-1.468418973,-2.087841162
203.5801562,-2.362963476,0.546699331,-4.3222359,1.54E-05,0.000296735,ENSG00000115641,FHL2,protein_coding,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703],296,no,-0.374395747,-3.081147326,-4.160633163,-3.376872789,-0.455107639,-2.606482956
185.2434302,-2.36112673,0.458413581,-5.150647419,2.60E-07,9.41E-06,ENSG00000172403,SYNPO2,protein_coding,synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732],297,no,-0.495688685,-2.742777932,-2.416640302,-3.495754428,-2.087218798,-2.803387773
56.51585272,-2.360864501,0.622274621,-3.793927026,0.000148283,0.002007537,ENSG00000104415,WISP1,protein_coding,WNT1 inducible signaling pathway protein 1 [Source:HGNC Symbol;Acc:HGNC:12769],298,no,-0.87054898,-4.042126378,-3.157358031,-2.905421981,-2.892088456,-0.120021568
221.9822122,-2.357711169,0.353520697,-6.669230927,2.57E-11,3.14E-09,ENSG00000111339,ART4,protein_coding,ADP-ribosyltransferase 4 (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726],299,no,-2.094501916,-1.873541549,-2.389521762,-3.037449214,-2.091746087,-2.679297425
396.2215135,-2.356467633,0.687322018,-3.42847686,0.000606978,0.006298211,ENSG00000175745,NR2F1,protein_coding,nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975],300,no,-1.947702417,-2.182271096,-4.229449654,-7.43013794,0.013823178,-0.299966717
630.3856398,-2.354566874,0.589497198,-3.994195192,6.49E-05,0.000997689,ENSG00000060138,YBX3,protein_coding,Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428],301,no,-0.147958273,-3.73909805,-1.871545897,-5.937948355,-1.981861432,-1.292193666
10288.56333,-2.354565746,0.440657929,-5.343295997,9.13E-08,3.87E-06,ENSG00000147872,PLIN2,protein_coding,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248],302,no,-3.989410801,-2.892257363,-2.591116097,-2.402403806,-0.388526865,-1.762711323
1280.240398,-2.353692261,0.523622096,-4.495020891,6.96E-06,0.000154703,ENSG00000120158,RCL1,protein_coding,RNA terminal phosphate cyclase like 1 [Source:HGNC Symbol;Acc:HGNC:17687],303,no,-0.79602468,-0.817464162,-3.50990065,-5.056479329,-2.467622676,-1.858971984
529.6603452,-2.351671306,0.534260331,-4.40173296,1.07E-05,0.000221262,ENSG00000164741,DLC1,protein_coding,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897],304,no,0.626102783,-2.93413814,-2.541954417,-4.573502115,-2.194860817,-2.129302317
731.2426284,-2.349310737,0.400595152,-5.864551087,4.50E-09,2.99E-07,ENSG00000158125,XDH,protein_coding,xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805],305,no,-1.023086306,-2.927595294,-2.958165284,-1.939488476,-3.407977235,-1.843377504
148.4153065,-2.346587438,0.617079834,-3.802729093,0.000143111,0.001953441,ENSG00000184588,PDE4B,protein_coding,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781],306,no,-4.207757893,-3.877554611,-1.067460439,0.921810091,-2.585623479,-2.821766302
91.05016306,-2.343201001,0.581374292,-4.030451692,5.57E-05,0.00087531,ENSG00000156299,TIAM1,protein_coding,T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805],307,no,-4.647042939,-1.278092541,-1.21334798,-4.103588287,-2.113541929,-1.207284714
612.3213966,-2.338381419,0.430173785,-5.435899402,5.45E-08,2.49E-06,ENSG00000180353,HCLS1,protein_coding,hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844],308,no,-1.812629004,-3.649824192,-1.48891384,-3.755437498,-1.48136056,-1.987354636
209.4573495,-2.337321233,0.500434941,-4.670579614,3.00E-06,7.56E-05,ENSG00000169418,NPR1,protein_coding,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943],309,no,-0.831833033,-2.616168059,-1.858899813,-4.875613172,-1.989216004,-2.262225812
251740.2879,-2.334089417,0.56022479,-4.1663444,3.10E-05,0.000529738,ENSG00000171560,FGA,protein_coding,fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661],310,no,0.863314469,-2.235038792,-1.812710535,-5.092119595,-2.164687106,-3.331447437
582.8717039,-2.331134925,0.462472538,-5.040591031,4.64E-07,1.52E-05,ENSG00000197019,SERTAD1,protein_coding,SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932],311,no,-2.730527924,-3.122441671,-0.908493398,-4.177293155,-1.861843883,-1.260420617
128.8076212,-2.329792832,0.430015003,-5.417933826,6.03E-08,2.74E-06,ENSG00000155254,MARVELD1,protein_coding,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674],312,no,-1.904663848,-3.418413829,-1.390645093,-3.007904939,-2.004961116,-2.296142835
2767.108288,-2.329407669,0.453754228,-5.133632979,2.84E-07,1.01E-05,ENSG00000108821,COL1A1,protein_coding,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197],313,no,-0.410723559,-3.802051781,-2.894152375,-3.018829065,-2.470998902,-1.228512783
144.6865988,-2.328787621,0.578370123,-4.026465977,5.66E-05,0.000886023,ENSG00000175489,LRRC25,protein_coding,leucine rich repeat containing 25 [Source:HGNC Symbol;Acc:HGNC:29806],314,no,-1.879315091,-3.506911232,-4.295945066,-2.502351771,0.836609522,-2.134096753
575.9331717,-2.328629926,0.389834041,-5.973387861,2.32E-09,1.69E-07,ENSG00000153823,PID1,protein_coding,phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084],315,no,-3.241920908,-1.470235025,-1.308089467,-2.406975074,-2.34778039,-3.211169456
6031.869777,-2.326695542,0.611802676,-3.803016288,0.000142945,0.001953441,ENSG00000171223,JUNB,protein_coding,"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",316,no,-1.167769329,-2.321161263,1.277964184,-5.38242973,-2.223266093,-3.846592667
156.2613715,-2.326138755,0.506612794,-4.591551537,4.40E-06,0.000104587,ENSG00000183018,SPNS2,protein_coding,sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992],317,no,-1.202103954,-1.285705725,-3.243360549,-3.523481377,-1.090634136,-3.704984069
20047.30495,-2.324642522,0.544637712,-4.268236427,1.97E-05,0.000361942,ENSG00000143878,RHOB,protein_coding,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668],318,no,-2.101616879,-0.631034183,-1.836744165,-5.153291914,-0.733721775,-3.989423923
85.72783191,-2.324521377,0.550727302,-4.220821031,2.43E-05,0.000433876,ENSG00000142279,WTIP,protein_coding,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964],319,no,-0.42665287,-4.034598322,-1.56260206,-3.558426794,-2.267727138,-2.195394303
225.8602447,-2.322997242,0.475649244,-4.883845124,1.04E-06,3.00E-05,ENSG00000147443,DOK2,protein_coding,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991],320,no,-1.550881992,-4.521912521,-2.545923319,-2.765147057,-1.481286819,-1.369593714
1055.621404,-2.322280578,0.373362874,-6.219902249,4.97E-10,4.34E-08,ENSG00000113492,AGXT2,protein_coding,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412],321,no,-1.279232407,-1.674521866,-2.927793954,-3.259284503,-2.728031136,-2.06106934
384.4531571,-2.316372313,0.415308014,-5.577480409,2.44E-08,1.26E-06,ENSG00000010810,FYN,protein_coding,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",322,no,-0.81275016,-2.566995331,-2.09992551,-2.685976844,-3.635313041,-2.082643958
8589.233489,-2.316085585,0.522304021,-4.434362921,9.23E-06,0.000194765,ENSG00000166347,CYB5A,protein_coding,cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570],323,no,-2.039619449,-0.750873713,-4.988400559,-3.587491403,-2.227443849,-0.649276766
2904.936866,-2.312683587,0.460613089,-5.020881172,5.14E-07,1.64E-05,ENSG00000101323,HAO1,protein_coding,hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809],324,no,-0.891991036,-0.940178742,-4.151537404,-3.31878326,-2.512085483,-2.119444374
146.1332117,-2.311426165,0.550891081,-4.195795223,2.72E-05,0.000472142,ENSG00000159714,ZDHHC1,protein_coding,zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916],325,no,-2.609568233,0.580435033,-4.189779509,-2.552868062,-2.480872668,-2.272873056
1365.788222,-2.310397554,0.421467036,-5.481798951,4.21E-08,2.00E-06,ENSG00000139344,AMDHD1,protein_coding,amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577],326,no,-2.17120216,-0.927564037,-2.176945439,-3.082036668,-3.920566157,-1.649096155
57766.13596,-2.309023502,0.40462214,-5.706616803,1.15E-08,6.55E-07,ENSG00000118271,TTR,protein_coding,transthyretin [Source:HGNC Symbol;Acc:HGNC:12405],327,no,-1.191532179,-1.468747226,-3.496287178,-3.069143222,-3.014755996,-1.61801774
19925.3974,-2.307621556,0.468709561,-4.92335072,8.51E-07,2.54E-05,ENSG00000132703,APCS,protein_coding,"amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]",328,no,-0.020050867,-1.322648372,-3.285957153,-3.678109717,-2.452570931,-2.803941165
7911.109677,-2.307528101,0.477226753,-4.835286551,1.33E-06,3.72E-05,ENSG00000025423,HSD17B6,protein_coding,hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316],329,no,-1.164293953,-0.185237585,-3.201303142,-3.930501953,-3.054287212,-2.136106721
304.2390893,-2.301706177,0.573941903,-4.010346977,6.06E-05,0.000942095,ENSG00000011028,MRC2,protein_coding,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875],330,no,-2.499816985,-5.117868941,-0.569424753,-4.015682289,-1.280151151,-0.884307768
74.83230703,-2.297543606,0.626799105,-3.665518328,0.000246838,0.003069649,ENSG00000186469,GNG2,protein_coding,G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404],331,no,0.108980991,-5.228051859,-3.390272448,-2.200550017,-2.003733812,-1.597940858
4303.862465,-2.292676442,0.396547054,-5.781599986,7.40E-09,4.48E-07,ENSG00000142173,COL6A2,protein_coding,collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212],332,no,-0.539313866,-3.260642782,-2.529596576,-2.876694928,-2.010756974,-2.395436725
